Title,Authors,Abstract,Published Year,Journal,DOI,Covidence #,perg_abstract_result,perg_fulltext_result
"Mainstreaming the private health sector in the response to COVID-19: facility readinessassessment for screening services in Edo State, Nigeria.","Obaseki, Darlington Ewaen; Akoria, Obehi; Ogboghodo, Esohe Olivia; Obarisiagbon, Otaniyenuwa Eloghosa; Mokogwu, Ndubuisi; Omo-Ikirodah, Orezimena Temitope; Adio, Funmilola; Oko-Oboh, Gregrey Agbonvihele; Okogbenin, Sylvanus; Tobin, Ekaete; Okundia, Patrick; Irowa, Osamwonyi; Okonmah, Uzor","INTRODUCTION: The COVID-19 pandemic presents an opportunity for the Nigerian health system to harness the potentials available in the private sector to augment the capacity within the public health system. This survey was carried out to assess private facility readiness in providing screening services in Edo State.
METHODS: This was a descriptive cross-sectional study carried out among private facilities in Edo state. Facilities were selected using stratified sampling technique. Data was collected using adapted questionnaires and an observational checklist. Facility readiness was assessed using the Nigeria Centre for Disease Control recommendations for screening. Parameters were scored and overall scores were converted to proportions. Facilities that scored 70% and above were adjudged to be ready while facilities that scored 69% and below were adjudged to be not ready.
RESULTS: A total of 252 health facilities were assessed, comprising 149 (59.1%) hospitals/clinics, 62 (24.6%) pharmacies and 41 (16.3%) laboratories. One hundred and forty-two (95.3%), 60 (96.8%) and 41 (100.0%) hospitals/clinics, pharmacies and laboratories, respectively had hand hygiene facilities. However, overall facility readiness assessment scores for screening services were low with only 51 (34.2%) hospitals/clinics, 2 (3.2%) pharmacies and 2 (4.9%) laboratories achieving high enough scores to be adjudged ready for screening services.
CONCLUSION: Overall facility readiness of the private health sector to provide screening services in Edo State was assessed to be low. The government and facility owners will need to ensure that screening services are improved in all facilities to help mitigate community spread of COVID-19.",2020.0,The Pan African medical journal,10.11604/pamj.supp.2020.35.2.24468,#3632,EXCLUDE,EXCLUDE
Factors associated with progression to death in patients with Lassa fever in Nigeria: an observational study.,"Strampe, Jamie; Asogun, Danny A; Speranza, Emily; Pahlmann, Meike; Soucy, Ali; Bockholt, Sabrina; Pallasch, Elisa; Becker-Ziaja, Beate; Duraffour, Sophie; Bhadelia, Nahid; Ighodalo, Yemisi; Oyakhilome, Jennifer; Omomoh, Emmanuel O; Olokor, Thomas; Adomeh, Donatus I; Ikponwonsa, Odia; Aire, Chris; Tobin, Ekaete; Akpede, Nosa; Okokhere, Peter O; Okogbenin, Sylvanus A; Akpede, George O; Muñoz-Fontela, César; Ogbaini-Emovon, Ephraim; Günther, Stephan; Connor, John H; Oestereich, Lisa","BACKGROUND: Lassa fever is endemic in several west African countries. Case-fatality rates ranging from 21% to 69% have been reported. The pathophysiology of the disease in humans and determinants of mortality remain poorly understood. We aimed to determine host protein biomarkers capable of determining disease outcome.
METHODS: In this observational study, we analysed left-over blood samples from patients who tested positive for Lassa fever at Irrua Specialist Teaching Hospital, Nigeria, between January, 2014, and April, 2017. We measured viral load, concentrations of clinical chemistry parameters, and levels of 62 circulating proteins involved in inflammation, immune response, and haemostasis. Patients with a known outcome (survival or death) and at least 200 μL of good-quality diagnostic sample were included in logistic regression modelling to assess the correlation of parameters with Lassa fever outcome. Individuals who gave consent could further be enrolled into a longitudinal analysis to assess the association of parameters with Lassa fever outcome over time. Participants were divided into two datasets for the statistical analysis: a primary dataset (samples taken between Jan 1, 2014, and April 1, 2016), and a secondary dataset (samples taken between April 1, 2016, and April 1, 2017). Biomarkers were ranked by area under the receiver operating characteristic curve (AUC) from highest (most predictive) to lowest (least predictive).
FINDINGS: Of 554 patients who tested positive for Lassa fever during the study period, 201 (131 in the primary dataset and 70 in the secondary dataset) were included in the biomarker analysis, of whom 74 (49 in the primary dataset and 25 in the secondary dataset) had died and 127 (82 in the primary dataset and 45 in the secondary dataset) had survived. Cycle threshold values (indicating viral load) and levels of 18 host proteins at the time of admission to hospital were significantly correlated with fatal outcome. The best predictors of outcome in both datasets were plasminogen activator inhibitor-1 (PAI-1; AUC 0·878 in the primary dataset and 0·876 in the secondary dataset), soluble thrombomodulin (TM; 0·839 in the primary dataset and 0·875 in the secondary dataset), and soluble tumour necrosis factor receptor superfamily member 1A (TNF-R1; 0·807 in the primary dataset and 0·851 in the secondary dataset), all of which had higher prediction accuracy than viral load (0·774 in the primary dataset and 0·837 in the secondary dataset). Longitudinal analysis (150 patients, of whom 36 died) showed that of the biomarkers that were predictive at admission, PAI-1 levels consistently decreased to normal levels in survivors but not in those who died.
INTERPRETATION: The identification of PAI-1 and soluble TM as markers of fatal Lassa fever at admission, and of PAI-1 as a marker of fatal Lassa fever over time, suggests that dysregulated coagulation and fibrinolysis and endothelial damage have roles in the pathophysiology of Lassa fever, providing a mechanistic explanation for the association of Lassa fever with oedema and bleeding. These novel markers might aid in clinical risk stratification and disease monitoring.
FUNDING: German Research Foundation, Leibniz Association, and US National Institutes of Health.",2021.0,The Lancet. Infectious diseases,10.1016/s1473-3099(20)30737-4,#2818,INCLUDE,INCLUDE
Tetravalent Rabies-Vectored Filovirus and Lassa Fever Vaccine Induces Long-term Immunity in Nonhuman Primates.,"Kurup, Drishya; Fisher, Christine R; Scher, Gabrielle; Yankowski, Catherine; Testa, AnnaMarie; Keshwara, Rohan; Abreu-Mota, Tiago; Lambert, Rachael; Ferguson, Melissa; Rinaldi, William; Ruiz, Leonard; Wirblich, Christoph; Schnell, Matthias J","BACKGROUND: The objective of this study is to evaluate the immunogenicity of adjuvanted monovalent rabies virus (RABV)-based vaccine candidates against Ebola virus (FILORAB1), Sudan virus (FILORAB2), Marburg virus (FILORAB3), Lassa virus (LASSARAB1), and combined trivalent vaccine candidate (FILORAB1-3) and tetravalent vaccine candidate (FILORAB1-3 and LASSARAB) in nonhuman primates.
METHODS: Twenty-four Macaca fascicularis were randomly assigned into 6 groups of 4 animals. Each group was vaccinated with either a single adjuvanted vaccine, the trivalent vaccine, or the tetravalent vaccine at days 0 and 28. We followed the humoral immune responses for 1 year by antigen-specific enzyme-linked immunosorbent assays and RABV neutralization assays.
RESULTS: High titers of filovirus and/or Lassa virus glycoprotein-specific immunoglobulin G were induced in the vaccinated animals. There were no significant differences between immune responses in animals vaccinated with single vaccines vs trivalent or tetravalent vaccines. In addition, all vaccine groups elicited strong rabies neutralizing antibody titers. The antigen-specific immune responses were detectable for 1 year in all groups.
CONCLUSIONS: In summary, this study shows the longevity of the immune responses up to 365 days for a pentavalent vaccine-against Ebola virus, Sudan virus, Marburg virus, Lassa virus, and RABV-using a safe and effective vaccine platform.",2021.0,The Journal of infectious diseases,10.1093/infdis/jiab014,#2595,EXCLUDE,EXCLUDE
Lockdown measures in response to COVID-19 in nine sub-Saharan African countries.,"Haider, Najmul; Osman, Abdinasir Yusuf; Gadzekpo, Audrey; Akipede, George O; Asogun, Danny; Ansumana, Rashid; Lessells, Richard John; Khan, Palwasha; Hamid, Muzamil Mahdi Abdel; Yeboah-Manu, Dorothy; Mboera, Leonard; Shayo, Elizabeth Henry; Mmbaga, Blandina T; Urassa, Mark; Musoke, David; Kapata, Nathan; Ferrand, Rashida Abbas; Kapata, Pascalina-Chanda; Stigler, Florian; Czypionka, Thomas; Zumla, Alimuddin; Kock, Richard; McCoy, David","Lockdown measures have been introduced worldwide to contain the transmission of COVID-19. However, the term 'lockdown' is not well-defined. Indeed, WHO's reference to 'so-called lockdown measures' indicates the absence of a clear and universally accepted definition of the term 'lockdown'. We propose a definition of 'lockdown' based on a two-by-two matrix that categorises different communicable disease measures based on whether they are compulsory or voluntary; and whether they are targeted at identifiable individuals or facilities, or whether they are applied indiscriminately to a general population or area. Using this definition, we describe the design, timing and implementation of lockdown measures in nine countries in sub-Saharan Africa: Ghana, Nigeria, South Africa, Sierra Leone, Sudan, Tanzania, Uganda, Zambia and Zimbabwe. While there were some commonalities in the implementation of lockdown across these countries, a more notable finding was the variation in the design, timing and implementation of lockdown measures. We also found that the number of reported cases is heavily dependent on the number of tests carried out, and that testing rates ranged from 2031 to 63 928 per million population up until 7 September 2020. The reported number of COVID-19 deaths per million population also varies (0.4 to 250 up until 7 September 2020), but is generally low when compared with countries in Europe and North America. While lockdown measures may have helped inhibit community transmission, the pattern and nature of the epidemic remains unclear. However, there are signs of lockdown harming health by affecting the functioning of the health system and causing social and economic disruption.",2020.0,BMJ global health,10.1038/s41558-020-0797-x,#3599,EXCLUDE,EXCLUDE
Broad-Spectrum Antiviral Entry Inhibition by Interfacially Active Peptides.,"Hoffmann, Andrew R; Guha, Shantanu; Wu, Eric; Ghimire, Jenisha; Wang, Yilin; He, Jing; Garry, Robert F; Wimley, William C","Numerous peptides inhibit the entry of enveloped viruses into cells. Some of these peptides have been shown to inhibit multiple unrelated viruses. We have suggested that such broad-spectrum antiviral peptides share a property called interfacial activity; they are somewhat hydrophobic and amphipathic, with a propensity to interact with the interfacial zones of lipid bilayer membranes. In this study, we further tested the hypothesis that such interfacial activity is a correlate of broad-spectrum antiviral activity. In this study, several families of peptides, selected for the ability to partition into and disrupt membrane integrity but with no known antiviral activity, were tested for the ability to inhibit multiple diverse enveloped viruses. These include Lassa pseudovirus, influenza virus, dengue virus type 2, herpes simplex virus 1, and nonenveloped human adenovirus 5. Various families of interfacially active peptides caused potent inhibition of all enveloped viruses tested at low and submicromolar concentrations, well below the range in which they are toxic to mammalian cells. These membrane-active peptides block uptake and fusion with the host cell by rapidly and directly interacting with virions, destabilizing the viral envelope, and driving virus aggregation and/or intervirion envelope fusion. We speculate that the molecular characteristics shared by these peptides can be exploited to enable the design, optimization, or molecular evolution of novel broad-spectrum antiviral therapeutics.IMPORTANCE New classes of antiviral drugs are needed to treat the ever-changing viral disease landscape. Current antiviral drugs treat only a small number of viral diseases, leaving many patients with established or emerging infections to be treated solely with supportive care. Recent antiviral peptide research has produced numerous membrane-interacting peptides that inhibit diverse enveloped viruses in vitro and in vivo Peptide therapeutics are becoming more common, with over 60 FDA-approved peptides for clinical use. Included in this class of therapeutics is enfuvirtide, a 36-residue peptide drug that inhibits HIV entry/fusion. Due to their broad-spectrum mechanism of action and enormous potential sequence diversity, peptides that inhibit virus entry could potentially fulfill the need for new antiviral therapeutics; however, a better understanding of their mechanism is needed for the optimization or evolution of sequence design to combat the wide landscape of viral disease.",2020.0,Journal of virology,10.1111/j.0042-9007.2004.00485.x,#4024,EXCLUDE,EXCLUDE
The Role of Receptor Tyrosine Kinases in Lassa Virus Cell Entry.,"Fedeli, Chiara; Moreno, Hector; Kunz, Stefan","The zoonotic Old World mammarenavirus Lassa (LASV) causes severe hemorrhagic fever with high mortality and morbidity in humans in endemic regions. The development of effective strategies to combat LASV infections is of high priority, given the lack of a licensed vaccine and restriction on available treatment to off-label use of ribavirin. A better understanding of the fundamental aspects of the virus's life cycle would help to improve the development of novel therapeutic approaches. Host cell entry and restriction factors represent major barriers for emerging viruses and are promising targets for therapeutic intervention. In addition to the LASV main receptor, the extracellular matrix molecule dystroglycan (DG), the phosphatidylserine-binding receptors of the Tyro3/Axl/Mer (TAM), and T cell immunoglobulin and mucin receptor (TIM) families are potential alternative receptors of LASV infection. Therefore, the relative contributions of candidate receptors to LASV entry into a particular human cell type are a complex function of receptor expression and functional DG availability. Here, we describe the role of two receptor tyrosine kinases (RTKs), Axl and hepatocyte growth factor receptor (HGFR), in the presence and absence of glycosylated DG for LASV entry. We found that both RTKs participated in the macropinocytosis-related LASV entry and, regardless of the presence or absence of functional DG, their inhibition resulted in a significant antiviral effect.",2020.0,Viruses,10.1016/s1286-4579(01)01508-8,#2761,EXCLUDE,EXCLUDE
50 Years of Lassa Fever Research.,"Garry, Robert F",Lassa fever was first described as a clinical entity fifty years ago. The causative agent Lassa virus was isolated from these first known cases. This chapter reviews the key publications on Lassa fever research that appeared in the scientific literature at that time and over the ensuing decades.,2023.0,Current topics in microbiology and immunology,10.1128/jvi.02700-09,#2606,EXCLUDE,EXCLUDE
The use of mice lacking type I or both type I and type II interferon responses in research on hemorrhagic fever viruses. Part 2: Vaccine efficacy studies.,"Zivcec, Marko; Spiropoulou, Christina F; Spengler, Jessica R","For more than 20 years, researchers have used laboratory mice lacking type I or both type I and II interferon (IFN) responses to study high-containment viruses that cause hemorrhagic fevers (HF) in humans. With the exception of Rift Valley fever virus, agents that cause viral HF in humans, such as Ebola and Lassa virus, do not cause disease in mature immunocompetent mice. In contrast, IFN-deficient mice typically develop severe or fatal disease when inoculated with these agents. The sensitivity of IFN-deficient mice to disease has led to their widespread use in biocontainment laboratories to assess the efficacy of novel vaccines against HF viruses, often without considering whether adaptive immune responses in IFN-deficient mice accurately mirror those in immunocompetent humans. Failure to recognize these questions may lead to inappropriate expectations of the predictive value of mouse experiments. In two invited articles, we investigate these questions. The present article reviews the use of IFN-deficient mice for assessing novel vaccines against HF viruses, including Ebola, Lassa, Crimean-Congo hemorrhagic fever and Rift Valley fever viruses. A companion paper examines the general question of how the lack of IFN signaling may affect adaptive immune responses and the outcome of vaccine studies in mice.",2020.0,Antiviral research,10.1016/j.antiviral.2019.104702,#3707,EXCLUDE,EXCLUDE
"SAR studies of 4-acyl-1,6-dialkylpiperazin-2-one arenavirus cell entry inhibitors.","Plewe, Michael B; Whitby, Landon R; Naik, Shibani; Brown, Eric R; Sokolova, Nadezda V; Gantla, Vidyasagar Reddy; York, Joanne; Nunberg, Jack H; Zhang, Lihong; Kalveram, Birte; Freiberg, Alexander N; Boger, Dale L; Henkel, Greg; McCormack, Ken","Old World (Africa) and New World (South America) arenaviruses are associated with human hemorrhagic fevers. Efforts to develop small molecule therapeutics have yielded several chemical series including the 4-acyl-1,6-dialkylpiperazin-2-ones. Herein, we describe an extensive exploration of this chemotype. In initial Phase I studies, R1 and R4 scanning libraries were assayed to identify potent substituents against Old World (Lassa) virus. In subsequent Phase II studies, R6 substituents and iterative R1, R4 and R6 substituent combinations were evaluated to obtain compounds with improved Lassa and New World (Machupo, Junin, and Tacaribe) arenavirus inhibitory activity, in vitro human liver microsome metabolic stability and aqueous solubility.",2019.0,Bioorganic & medicinal chemistry letters,10.1016/j.bmcl.2019.08.024,#3882,EXCLUDE,EXCLUDE
"Lassa fever diagnostics: past, present, and future.","Happi, Anise N; Happi, Christian T; Schoepp, Randal J","Lassa fever is a unique viral hemorrhagic fever that is endemic in parts of West Africa, primarily Sierra Leone, Guinea, Liberia, and Nigeria. The disease is caused by the Lassa virus, an Old World arenavirus that has as primary reservoir host the multimammate rodent Mastomys nataliensis, which lives in association with humans. Recent estimates suggest LF causes two million cases and 5000-10000 deaths annually, mainly in West Africa. Clinical diagnosis and laboratory confirmation have always been major challenges for effective management and control of the disease in afflicted areas of West Africa. Recent advancements in molecular biology, recombinant DNA technology, and genomics sequencing has facilitated major advancement in development of better diagnostic and surveillance tools for Lassa fever virus. These include, the multiplex, magnetic bead-based immunodiagnostics for both Lassa virus antigens and antibodies; molecular probe-based quantitative real-time PCR for genomic signatures; rapid diagnostics tests that detects the most prevalent West African lineages; and the successful utilization of next-generation sequencing technology to diagnose and characterize Lassa virus in West Africa. These advances will continue to improve disease treatment, control, and prevention. In this review we will discuss progression of Lassa virus diagnostics from the past and into the future.",2019.0,Current opinion in virology,10.1016/j.coviro.2019.08.002,#2547,EXCLUDE,EXCLUDE
The ReFRAME library as a comprehensive drug repurposing library to identify mammarenavirus inhibitors.,"Kim, Yu-Jin; Cubitt, Beatrice; Chen, Emily; Hull, Mitchell V; Chatterjee, Arnab K; Cai, Yingyun; Kuhn, Jens H; de la Torre, Juan C","Several mammarenaviruses, chiefly Lassa virus (LASV) in Western Africa and Junín virus (JUNV) in the Argentine Pampas, cause severe disease in humans and pose important public health problems in their endemic regions. Moreover, mounting evidence indicates that the worldwide-distributed mammarenavirus lymphocytic choriomeningitis virus (LCMV) is a neglected human pathogen of clinical significance. The lack of licensed mammarenavirus vaccines and partial efficacy of current anti-mammarenavirus therapy limited to an off-label use of the nucleoside analog ribavirin underscore an unmet need for novel therapeutics to combat human pathogenic mammarenavirus infections. This task can be facilitated by the implementation of ""drug repurposing"" strategies to reduce the time and resources required to advance identified antiviral drug candidates into the clinic. We screened a drug repurposing library of 11,968 compounds (Repurposing, Focused Rescue and Accelerated Medchem [ReFRAME]) and identified several potent inhibitors of LCMV multiplication that had also strong anti-viral activity against LASV and JUNV. Our findings indicate that enzymes of the rate-limiting steps of pyrimidine and purine biosynthesis, the pro-viral MCL1 apoptosis regulator, BCL2 family member protein and the mitochondrial electron transport complex III, play critical roles in the completion of the mammarenavirus life cycle, suggesting they represent potential druggable targets to counter human pathogenic mammarenavirus infections.",2019.0,Antiviral research,10.1016/j.antiviral.2019.104558,#3602,EXCLUDE,EXCLUDE
Detection of Antibody and Antigen for Lassa Virus Nucleoprotein in Monkeys from Southern Nigeria.,"Ogunro, Bamidele Nyemike; Olugasa, Babasola Oluseyi; Kayode, Adeyemi; Ishola, Olayinka Olabisi; Kolawole, Oluseyi Noah; Odigie, Eugene Amiewanlen; Happi, Christian","Lassa fever is a deadly viral haemorrhagic fever caused by Lassa Virus (LASV). Rodents, especially, Mystomys natalensis, are the known reservoirs of LASV and humans are the defined hosts. Monkeys share many illnesses with humans and experimental LASV infections in monkeys are fatal but natural LASV infection of monkeys has not been reported. Serum samples obtained between August 2015 and December 2017 from 62 monkeys belonging to six species in Southern Nigeria were tested for LASV as part of an ongoing surveillance of monkeys in the region for zoonotic pathogens. Commercially available Recombinant LASV (ReLASV) Pan-Lassa enzyme-linked immunosorbent assay (ELISA) test kits (Zalgen Labs, Germantown, MD, USA) were used to detect antibodies (IgG and IgM) and antigen specific for LASV nucleoprotein in the sera. Lassa-fever-specific IgG and IgM, and antigen specific for LASV nucleoprotein were detected in 5/62, 0/62, and 1/62 samples, respectively. The presence of LASV-specific antibodies in the sera suggests natural exposure to the virus, while the presence of LASV antigen may mean that monkeys are carriers of the virus. There is a need to broaden Lassa fever surveillance to include nonhuman primates (NHPs) for their probable role in the epidemiology of the disease. HIGHLIGHTS. • Rodents are the natural reservoirs of Lassa fever virus (LASV) and humans are the defined hosts. • Experimental LASV infections in non-human primates (NHP) are fatal but natural infection of NHP with the virus have not been reported. • We detected antigen and antibody specific for LASV in free-living Monkeys from southern Nigeria which implies that monkeys in the region are naturally exposed to LASV and are probable carriers of the virus.",2019.0,Journal of epidemiology and global health,10.1038/s41598-018-24246-w,#1829,EXCLUDE,EXCLUDE
Dynamic Dystroglycan Complexes Mediate Cell Entry of Lassa Virus.,"Herrador, Antonio; Fedeli, Chiara; Radulovic, Emilia; Campbell, Kevin P; Moreno, Hector; Gerold, Gisa; Kunz, Stefan","Recognition of functional receptors by viruses is a key determinant for their host range, tissue tropism, and disease potential. The highly pathogenic Lassa virus (LASV) currently represents one of the most important emerging pathogens. The major cellular receptor for LASV in human cells is the ubiquitously expressed and evolutionary highly conserved extracellular matrix receptor dystroglycan (DG). In the host, DG interacts with many cellular proteins in a tissue-specific manner. The resulting distinct supramolecular complexes likely represent the functional units for viral entry, and preexisting protein-protein interactions may critically influence DG's function in productive viral entry. Using an unbiased shotgun proteomic approach, we define the largely unknown molecular composition of DG complexes present in highly susceptible epithelial cells that represent important targets for LASV during viral transmission. We further show that the specific composition of cellular DG complexes can affect DG's function in receptor-mediated endocytosis of the virus. Under steady-state conditions, epithelial DG complexes underwent rapid turnover via an endocytic pathway that shared some characteristics with DG-mediated LASV entry. However, compared to steady-state uptake of DG, LASV entry via DG occurred faster and critically depended on additional signaling by receptor tyrosine kinases and the downstream effector p21-activating kinase. In sum, we show that the specific molecular composition of DG complexes in susceptible cells is a determinant for productive virus entry and that the pathogen can manipulate the existing DG-linked endocytic pathway. This highlights another level of complexity of virus-receptor interaction and provides possible cellular targets for therapeutic antiviral intervention.IMPORTANCE Recognition of cellular receptors allows emerging viruses to break species barriers and is an important determinant for their disease potential. Many virus receptors have complex tissue-specific interactomes, and preexisting protein-protein interactions may influence their function. Combining shotgun proteomics with a biochemical approach, we characterize the molecular composition of the functional receptor complexes used by the highly pathogenic Lassa virus (LASV) to invade susceptible human cells. We show that the specific composition of the receptor complexes affects productive entry of the virus, providing proof-of-concept. In uninfected cells, these functional receptor complexes undergo dynamic turnover involving an endocytic pathway that shares some characteristics with viral entry. However, steady-state receptor uptake and virus endocytosis critically differ in kinetics and underlying signaling, indicating that the pathogen can manipulate the receptor complex according to its needs. Our study highlights a remarkable complexity of LASV-receptor interaction and identifies possible targets for therapeutic antiviral intervention.",2019.0,mBio,10.1016/j.virol.2004.05.009,#3496,EXCLUDE,EXCLUDE
Identification of Clotrimazole Derivatives as Specific Inhibitors of Arenavirus Fusion.,"Torriani, Giulia; Trofimenko, Evgeniya; Mayor, Jennifer; Fedeli, Chiara; Moreno, Hector; Michel, Sébastien; Heulot, Mathieu; Chevalier, Nadja; Zimmer, Gert; Shrestha, Neeta; Plattet, Philippe; Engler, Olivier; Rothenberger, Sylvia; Widmann, Christian; Kunz, Stefan","Arenaviruses are a large family of emerging enveloped negative-strand RNA viruses that include several causative agents of viral hemorrhagic fevers. For cell entry, human-pathogenic arenaviruses use different cellular receptors and endocytic pathways that converge at the level of acidified late endosomes, where the viral envelope glycoprotein mediates membrane fusion. Inhibitors of arenavirus entry hold promise for therapeutic antiviral intervention and the identification of ""druggable"" targets is of high priority. Using a recombinant vesicular stomatitis virus pseudotype platform, we identified the clotrimazole-derivative TRAM-34, a highly selective antagonist of the calcium-activated potassium channel KCa3.1, as a specific entry inhibitor for arenaviruses. TRAM-34 specifically blocked entry of most arenaviruses, including hemorrhagic fever viruses, but not Lassa virus and other enveloped viruses. Anti-arenaviral activity was likewise observed with the parental compound clotrimazole and the derivative senicapoc, whereas structurally unrelated KCa3.1 inhibitors showed no antiviral effect. Deletion of KCa3.1 by CRISPR/Cas9 technology did not affect the antiarenaviral effect of TRAM-34, indicating that the observed antiviral effect of clotrimazoles was independent of the known pharmacological target. The drug affected neither virus-cell attachment, nor endocytosis, suggesting an effect on later entry steps. Employing a quantitative cell-cell fusion assay that bypasses endocytosis, we demonstrate that TRAM-34 specifically inhibits arenavirus-mediated membrane fusion. In sum, we uncover a novel antiarenaviral action of clotrimazoles that currently undergo in vivo evaluation in the context of other human diseases. Their favorable in vivo toxicity profiles and stability opens the possibility to repurpose clotrimazole derivatives for therapeutic intervention against human-pathogenic arenaviruses.IMPORTANCE Emerging human-pathogenic arenaviruses are causative agents of severe hemorrhagic fevers with high mortality and represent serious public health problems. The current lack of a licensed vaccine and the limited treatment options makes the development of novel antiarenaviral therapeutics an urgent need. Using a recombinant pseudotype platform, we uncovered that clotrimazole drugs, in particular TRAM-34, specifically inhibit cell entry of a range of arenaviruses, including important emerging human pathogens, with the exception of Lassa virus. The antiviral effect was independent of the known pharmacological drug target and involved inhibition of the unusual membrane fusion mechanism of arenaviruses. TRAM-34 and its derivatives currently undergo evaluation against a number of human diseases and show favorable toxicity profiles and high stability in vivo Our study provides the basis for further evaluation of clotrimazole derivatives as antiviral drug candidates. Their advanced stage of drug development will facilitate repurposing for therapeutic intervention against human-pathogenic arenaviruses.",2019.0,Journal of virology,10.1371/journal.pone.0029024,#1703,EXCLUDE,EXCLUDE
Acute Lassa Virus Encephalitis with Lassa Virus in the Cerebrospinal Fluid but Absent in the Blood: A Case Report with a Positive Outcome.,"Okokhere, Peter O; Erameh, Cyril O; Alikah, Francis; Akhideno, Peter E; Iruolagbe, Christopher O; Osazuwa, Omoregie O; Bankole, Idowu A; Adomeh, Donatus I; Odia, Ikponmwosa; Aire, Chris O; Oyakhilome, Jennifer; Agbukor, Jacqueline; Atafo, Rebecca O; Asogun, Danny A; Happi, Christian T; Sabeti, Pardis C; Günther, Stephan; Akpede, George O","It is rare both to have the central nervous system (CNS) as the main focus in the acute phase of Lassa fever infection without associated bleeding, and to find Lassa virus (LAV) in the cerebrospinal fluid (CSF) but not in the serum. We report the case of a 38-year-old Nigerian woman with mainly CNS manifestation of Lassa fever. She was admitted twice within 11 days because of persistent fever. A clinical diagnosis of acute LAV encephalitis was made because of a high index of suspicion and CNS involvement confirmed by positive reverse transcriptase polymerase chain reaction (RT-PCR) for LAV in the CSF, while her blood was repeatedly negative for LAV by RT-PCR test. She recovered fully following supportive care coupled with treatment with an 18-day course of ribavirin, and suffered no long-term neurological complication or relapse. Post-treatment CSF examination by RT-PCR did not detect LAV.",2018.0,Case reports in neurology,10.1159/000490374,#1892,EXCLUDE,EXCLUDE
An Evaluation of Removal Trapping to Control Rodents Inside Homes in a Plague-Endemic Region of Rural Northwestern Uganda.,"Eisen, Rebecca J; Atiku, Linda A; Boegler, Karen A; Mpanga, Joseph T; Enscore, Russell E; MacMillan, Katherine; Gage, Kenneth L","Rodents pose a significant threat to human health, particularly in rural subsistence farming communities in Africa, where rodents threaten food security and serve as reservoirs of human pathogens, including the agents of plague, leptospirosis, murine typhus, rat-bite fever, Lassa fever, salmonellosis, and campylobacteriosis. Our study focused on the plague-endemic West Nile region of Uganda, where a majority of residents live in Uganda government-defined poverty, rely on subsistence farming for a living, and frequently experience incursions of rodents into their homes. In this study, we show that rodent removal was achieved in a median of 6 days of intensive lethal trapping with multiple trap types (range: 0-16 days). However, rodent abundance in 68.9% of homesteads returned to pretreatment levels within a median of 8 weeks (range 1-24 weeks), and at least a single rodent was captured in all homesteads by a median of 2 weeks (range 1-16 weeks) after removal efforts were terminated. Results were similar between homesteads that practiced rodent control whether or not their neighbors implemented similar strategies. Overall, intensive lethal trapping inside homes appears to be effective at reducing rodent abundance, but control was short lived after trapping ceased.",2018.0,"Vector borne and zoonotic diseases (Larchmont, N.Y.)",10.1089/vbz.2018.2276,#1020,EXCLUDE,EXCLUDE
Interactome analysis of the lymphocytic choriomeningitis virus nucleoprotein in infected cells reveals ATPase Na+/K+ transporting subunit Alpha 1 and prohibitin as host-cell factors involved in the life cycle of mammarenaviruses.,"Iwasaki, Masaharu; Minder, Petra; Caì, Yíngyún; Kuhn, Jens H; Yates, John R; Torbett, Bruce E; de la Torre, Juan C","Several mammalian arenaviruses (mammarenaviruses) cause hemorrhagic fevers in humans and pose serious public health concerns in their endemic regions. Additionally, mounting evidence indicates that the worldwide-distributed, prototypic mammarenavirus, lymphocytic choriomeningitis virus (LCMV), is a neglected human pathogen of clinical significance. Concerns about human-pathogenic mammarenaviruses are exacerbated by of the lack of licensed vaccines, and current anti-mammarenavirus therapy is limited to off-label use of ribavirin that is only partially effective. Detailed understanding of virus/host-cell interactions may facilitate the development of novel anti-mammarenavirus strategies by targeting components of the host-cell machinery that are required for efficient virus multiplication. Here we document the generation of a recombinant LCMV encoding a nucleoprotein (NP) containing an affinity tag (rLCMV/Strep-NP) and its use to capture the NP-interactome in infected cells. Our proteomic approach combined with genetics and pharmacological validation assays identified ATPase Na+/K+ transporting subunit alpha 1 (ATP1A1) and prohibitin (PHB) as pro-viral factors. Cell-based assays revealed that ATP1A1 and PHB are involved in different steps of the virus life cycle. Accordingly, we observed a synergistic inhibitory effect on LCMV multiplication with a combination of ATP1A1 and PHB inhibitors. We show that ATP1A1 inhibitors suppress multiplication of Lassa virus and Candid#1, a live-attenuated vaccine strain of Junín virus, suggesting that the requirement of ATP1A1 in virus multiplication is conserved among genetically distantly related mammarenaviruses. Our findings suggest that clinically approved inhibitors of ATP1A1, like digoxin, could be repurposed to treat infections by mammarenaviruses pathogenic for humans.",2018.0,PLoS pathogens,10.1128/jvi.06604-11,#1949,EXCLUDE,EXCLUDE
